Hospital_ID,Date,City,Department,Ward,ICU_Beds,General_Beds,Emergency_Beds,Occupied_Beds,Available_Beds,Admissions,Discharges,Doctors,Nurses,Staff_On_Duty,Average_Length_of_Stay,Emergency_Cases,Covid_Cases,Weather,Holiday,Season,Bed_Occupancy_Rate
HOSP-001,2024-01-16,Karachi,Emergency,Emergency Ward,31,72,39,112,30,20.0,15,9.0,31.0,63.0,4.13,28.0,2.0,Rainy,No,Winter,78.87
HOSP-001,2024-01-17,Karachi,Emergency,Emergency Ward,28,36,40,91,13,,49,,21.0,34.0,3.65,23.0,1.0,Stormy,No,Winter,87.5
HOSP-001,2024-01-18,Karachi,Emergency,Emergency Ward,30,67,22,90,29,12.0,7,8.0,28.0,50.0,2.36,25.0,1.0,Clear,No,Winter,75.63
HOSP-001,2024-01-19,Karachi,Emergency,Emergency Ward,29,47,27,80,23,15.0,11,,21.0,37.0,4.03,43.0,0.0,Foggy,No,Winter,77.67
HOSP-001,2024-01-20,Karachi,Emergency,Emergency Ward,22,63,24,85,24,19.0,15,8.0,30.0,53.0,5.41,29.0,0.0,Stormy,No,Winter,77.98
HOSP-001,2024-01-21,Karachi,Emergency,Emergency Ward,37,50,54,106,35,22.0,34,9.0,34.0,57.0,3.07,25.0,0.0,Foggy,No,Winter,75.18
HOSP-001,2024-01-22,Karachi,Emergency,Emergency Ward,29,40,19,76,12,14.0,13,5.0,21.0,36.0,4.49,18.0,7.0,Rainy,No,Winter,86.36
HOSP-001,2024-01-23,Karachi,Emergency,Emergency Ward,17,42,34,75,18,21.0,18,6.0,23.0,45.0,4.94,42.0,1.0,Clear,No,Winter,80.65
HOSP-001,2024-01-24,Karachi,Emergency,Emergency Ward,28,72,30,110,20,36.0,24,8.0,26.0,50.0,5.58,42.0,4.0,,No,Winter,84.62
HOSP-001,2024-01-25,Karachi,Emergency,Emergency Ward,32,70,39,102,39,13.0,7,9.0,37.0,68.0,4.97,29.0,6.0,Clear,No,Winter,72.34
HOSP-001,2024-01-26,Karachi,Emergency,Emergency Ward,18,67,37,102,20,12.0,21,7.0,29.0,48.0,5.19,33.0,3.0,Foggy,No,Winter,83.61
HOSP-001,2024-01-27,Karachi,Emergency,Emergency Ward,35,78,48,124,37,28.0,32,11.0,39.0,76.0,3.48,24.0,1.0,Foggy,No,Winter,77.02
HOSP-001,2024-01-28,Karachi,Emergency,Emergency Ward,35,52,46,112,21,43.0,37,10.0,30.0,54.0,4.41,30.0,3.0,Stormy,No,Winter,84.21
HOSP-001,2024-01-29,Karachi,Emergency,Emergency Ward,34,74,33,108,33,4.0,4,10.0,29.0,59.0,4.45,24.0,3.0,Foggy,No,Winter,76.6
HOSP-001,2024-01-30,Karachi,Emergency,Emergency Ward,23,67,51,117,24,30.0,24,9.0,40.0,66.0,5.21,25.0,1.0,,No,Winter,82.98
HOSP-001,2024-01-31,Karachi,Emergency,Emergency Ward,41,73,53,125,42,19.0,26,10.0,34.0,62.0,2.67,25.0,5.0,Rainy,No,Winter,74.85
HOSP-001,2024-02-01,Karachi,Emergency,Emergency Ward,22,36,28,73,13,15.0,16,5.0,18.0,37.0,3.63,42.0,1.0,Clear,No,Winter,84.88
HOSP-001,2024-02-02,Karachi,Emergency,Emergency Ward,25,81,39,120,25,36.0,30,9.0,31.0,56.0,5.52,28.0,1.0,Clear,No,Winter,82.76
HOSP-001,2024-02-03,Karachi,Emergency,Emergency Ward,27,57,36,90,30,26.0,24,,28.0,52.0,4.27,43.0,0.0,Clear,No,Winter,75.0
HOSP-001,2024-02-04,Karachi,Emergency,Emergency Ward,19,54,49,83,39,16.0,28,9.0,27.0,52.0,3.85,22.0,0.0,Foggy,No,Winter,68.03
HOSP-001,2024-02-05,,Emergency,Emergency Ward,21,63,42,112,14,26.0,33,,25.0,47.0,4.11,28.0,3.0,Rainy,No,Winter,88.89
HOSP-001,2024-02-06,Karachi,Emergency,Emergency Ward,22,50,37,97,12,23.0,24,8.0,27.0,41.0,3.93,38.0,0.0,Rainy,No,Winter,88.99
HOSP-001,2024-02-07,Karachi,Emergency,Emergency Ward,37,69,49,143,12,7.0,2,,32.0,58.0,4.81,36.0,1.0,Rainy,No,Winter,92.26
HOSP-001,2024-02-08,Karachi,Emergency,Emergency Ward,35,54,52,121,20,22.0,26,8.0,32.0,54.0,5.77,,1.0,Rainy,No,Winter,85.82
HOSP-001,2024-02-09,Karachi,Emergency,Emergency Ward,32,59,34,100,25,19.0,14,9.0,32.0,59.0,3.7,40.0,3.0,Clear,No,Winter,80.0
HOSP-001,2024-02-10,Karachi,Emergency,Emergency Ward,34,58,18,79,31,10.0,14,7.0,22.0,44.0,4.62,24.0,4.0,Rainy,No,Winter,71.82
HOSP-001,2024-02-11,Karachi,Emergency,Emergency Ward,18,53,36,83,24,12.0,10,6.0,23.0,39.0,5.29,25.0,3.0,Rainy,No,Winter,77.57
HOSP-001,2024-02-12,Karachi,Emergency,Emergency Ward,22,36,40,83,15,23.0,14,6.0,19.0,42.0,5.67,31.0,1.0,Clear,No,Winter,84.69
HOSP-001,2024-02-13,Karachi,Emergency,Emergency Ward,40,66,51,120,37,39.0,27,10.0,34.0,70.0,2.95,22.0,2.0,Rainy,No,Winter,76.43
HOSP-001,2024-02-14,Karachi,Emergency,Emergency Ward,37,70,53,135,25,,15,9.0,37.0,58.0,4.86,18.0,0.0,Foggy,No,Winter,84.38
HOSP-001,2024-02-15,Karachi,Emergency,Emergency Ward,35,66,21,103,19,8.0,11,9.0,26.0,44.0,4.79,25.0,2.0,Rainy,No,Winter,84.43
HOSP-001,2024-02-16,Karachi,Emergency,Emergency Ward,35,70,32,126,11,28.0,21,10.0,33.0,58.0,5.79,26.0,2.0,Stormy,No,Winter,91.97
HOSP-001,2024-02-17,Karachi,Emergency,Emergency Ward,36,55,49,116,24,28.0,24,10.0,38.0,67.0,2.65,47.0,2.0,Clear,No,Winter,82.86
HOSP-001,2024-02-18,Karachi,Emergency,Emergency Ward,29,82,41,120,32,22.0,32,11.0,37.0,62.0,4.94,29.0,4.0,Rainy,No,Winter,78.95
HOSP-001,2024-02-19,Karachi,Emergency,Emergency Ward,23,49,34,89,17,,8,,21.0,39.0,1.47,38.0,4.0,Clear,No,Winter,83.96
HOSP-001,2024-02-20,Karachi,Emergency,Emergency Ward,32,66,18,95,21,28.0,28,,27.0,51.0,5.67,,2.0,Rainy,No,Winter,81.9
HOSP-001,2024-02-21,Karachi,Emergency,Emergency Ward,23,47,48,101,17,34.0,27,7.0,27.0,47.0,5.34,27.0,1.0,Rainy,No,Winter,85.59
HOSP-001,2024-02-22,Karachi,Emergency,Emergency Ward,35,40,28,84,19,17.0,8,7.0,29.0,44.0,3.29,24.0,2.0,Stormy,No,Winter,81.55
HOSP-001,2024-02-23,Karachi,Emergency,Emergency Ward,17,58,32,97,10,14.0,12,7.0,25.0,39.0,5.05,30.0,0.0,Foggy,No,Winter,90.65
HOSP-001,2024-02-24,Karachi,Emergency,Emergency Ward,28,75,37,121,19,23.0,26,11.0,33.0,63.0,4.36,14.0,2.0,Rainy,No,Winter,86.43
HOSP-001,2024-02-25,Karachi,Emergency,Emergency Ward,22,50,23,74,21,7.0,1,7.0,21.0,35.0,2.25,31.0,1.0,Clear,No,Winter,77.89
HOSP-001,2024-02-26,Karachi,Emergency,Emergency Ward,23,76,37,118,18,41.0,49,,28.0,57.0,5.0,27.0,3.0,Clear,No,Winter,86.76
HOSP-001,2024-02-27,Karachi,Emergency,Emergency Ward,32,49,26,98,9,27.0,12,8.0,28.0,44.0,6.15,35.0,0.0,Rainy,No,Winter,91.59
HOSP-001,2024-02-28,Karachi,Emergency,Emergency Ward,37,50,22,104,5,27.0,24,6.0,31.0,50.0,6.27,30.0,1.0,Rainy,No,Winter,95.41
HOSP-001,2024-02-29,Karachi,Emergency,Emergency Ward,39,54,22,104,11,18.0,7,8.0,25.0,40.0,4.16,30.0,2.0,Rainy,No,Winter,90.43
HOSP-001,2024-03-01,Karachi,Emergency,Emergency Ward,20,46,49,103,12,30.0,26,6.0,27.0,48.0,4.07,24.0,3.0,Rainy,No,Spring,89.57
HOSP-001,2024-03-02,Karachi,Emergency,Emergency Ward,38,52,37,106,21,14.0,9,9.0,26.0,52.0,3.02,26.0,3.0,Stormy,No,Spring,83.46
HOSP-001,2024-03-03,Karachi,Emergency,Emergency Ward,38,70,41,121,28,23.0,15,9.0,41.0,74.0,6.32,29.0,4.0,Foggy,No,Spring,81.21
HOSP-001,2024-03-04,Karachi,Emergency,Emergency Ward,38,45,54,117,20,,56,,30.0,54.0,3.76,42.0,2.0,Clear,No,Spring,85.4
HOSP-001,2024-03-05,Karachi,Emergency,Emergency Ward,24,53,31,92,16,11.0,9,6.0,27.0,49.0,2.82,32.0,3.0,Clear,No,Spring,85.19
HOSP-001,2024-03-06,Karachi,Emergency,Emergency Ward,26,38,35,89,10,22.0,18,6.0,20.0,39.0,5.34,32.0,4.0,Rainy,No,Spring,89.9
HOSP-001,2024-03-07,Karachi,Emergency,Emergency Ward,25,81,39,130,15,16.0,8,,38.0,65.0,3.96,38.0,1.0,Hot,No,Spring,89.66
HOSP-001,2024-03-08,Karachi,Emergency,Emergency Ward,17,53,39,98,11,19.0,31,6.0,30.0,49.0,3.13,34.0,4.0,Stormy,No,Spring,89.91
HOSP-001,2024-03-09,Karachi,Emergency,Emergency Ward,32,55,20,81,26,7.0,4,6.0,21.0,38.0,4.14,36.0,4.0,Clear,No,Spring,75.7
HOSP-001,2024-03-10,Karachi,Emergency,Emergency Ward,27,57,37,102,19,26.0,31,7.0,32.0,56.0,3.07,28.0,1.0,Foggy,No,Spring,84.3
HOSP-001,2024-03-11,Karachi,Emergency,Emergency Ward,38,37,32,94,13,2.0,4,6.0,25.0,46.0,4.87,36.0,4.0,Clear,No,Spring,87.85
HOSP-001,2024-03-12,Karachi,Emergency,Emergency Ward,19,62,19,94,6,10.0,7,8.0,23.0,43.0,4.04,26.0,7.0,Clear,No,Spring,94.0
HOSP-001,2024-03-13,Karachi,Emergency,Emergency Ward,28,54,23,92,13,,26,8.0,25.0,47.0,4.03,23.0,6.0,Rainy,No,Spring,87.62
HOSP-001,2024-03-14,Karachi,Emergency,Emergency Ward,39,44,29,110,2,33.0,30,8.0,24.0,44.0,5.2,42.0,9.0,Rainy,No,Spring,98.21
HOSP-001,2024-03-15,Karachi,Emergency,Emergency Ward,39,51,47,118,19,,26,8.0,36.0,63.0,2.06,18.0,4.0,Clear,No,Spring,86.13
HOSP-001,2024-03-16,Karachi,Emergency,Emergency Ward,21,63,40,105,19,24.0,28,,24.0,50.0,3.34,30.0,5.0,Hot,No,Spring,84.68
HOSP-001,2024-03-17,Karachi,Emergency,Emergency Ward,34,58,34,104,22,25.0,21,9.0,26.0,55.0,3.69,24.0,12.0,Rainy,No,Spring,82.54
HOSP-001,2024-03-18,Karachi,Emergency,Emergency Ward,32,37,30,91,8,36.0,52,6.0,19.0,38.0,4.24,40.0,6.0,Clear,No,Spring,91.92
HOSP-001,2024-03-19,Karachi,Emergency,Emergency Ward,22,48,35,101,4,24.0,28,7.0,25.0,47.0,5.07,20.0,10.0,Stormy,No,Spring,96.19
HOSP-001,2024-03-20,,Emergency,Emergency Ward,39,72,31,139,3,,22,11.0,40.0,68.0,3.59,20.0,9.0,Rainy,No,Spring,97.89
HOSP-001,2024-03-21,Karachi,Emergency,Emergency Ward,18,37,30,83,2,20.0,18,6.0,21.0,32.0,3.83,30.0,9.0,Stormy,No,Spring,97.65
HOSP-001,2024-03-22,Karachi,Emergency,Emergency Ward,32,81,22,131,4,17.0,12,9.0,28.0,49.0,3.49,27.0,,Rainy,No,Spring,97.04
HOSP-001,2024-03-23,Karachi,Emergency,Emergency Ward,25,69,35,121,8,23.0,11,7.0,28.0,53.0,4.29,22.0,12.0,Stormy,Yes,Spring,93.8
HOSP-001,2024-03-24,Karachi,Emergency,Emergency Ward,16,75,35,109,17,22.0,22,9.0,25.0,47.0,3.67,35.0,6.0,Foggy,No,Spring,86.51
HOSP-001,2024-03-25,Karachi,Emergency,Emergency Ward,29,52,30,106,5,,32,6.0,31.0,52.0,5.26,26.0,8.0,Clear,No,Spring,95.5
HOSP-001,2024-03-26,Karachi,Emergency,Emergency Ward,22,40,39,98,3,15.0,13,7.0,26.0,51.0,5.87,26.0,9.0,Hot,No,Spring,97.03
HOSP-001,2024-03-27,Karachi,Emergency,Emergency Ward,31,52,42,122,3,34.0,41,8.0,27.0,47.0,3.78,,9.0,Rainy,No,Spring,97.6
HOSP-001,2024-03-28,Karachi,Emergency,Emergency Ward,26,39,32,95,2,27.0,21,6.0,25.0,39.0,5.21,26.0,13.0,Clear,No,Spring,97.94
HOSP-001,2024-03-29,Karachi,Emergency,Emergency Ward,18,67,54,136,3,27.0,20,8.0,31.0,55.0,5.8,27.0,17.0,Rainy,No,Spring,97.84
HOSP-001,2024-03-30,,Emergency,Emergency Ward,17,47,36,97,3,23.0,34,,25.0,41.0,4.06,31.0,14.0,Stormy,No,Spring,97.0
HOSP-001,2024-03-31,Karachi,Emergency,Emergency Ward,21,61,26,88,20,20.0,3,6.0,25.0,43.0,1.77,25.0,8.0,Foggy,No,Spring,81.48
HOSP-001,2024-04-01,Karachi,Emergency,Emergency Ward,41,78,33,130,22,21.0,21,10.0,30.0,58.0,4.91,27.0,7.0,Rainy,No,Spring,85.53
HOSP-001,2024-04-02,Karachi,Emergency,Emergency Ward,27,68,39,126,8,34.0,32,10.0,36.0,65.0,2.44,30.0,13.0,,No,Spring,94.03
HOSP-001,2024-04-03,Karachi,Emergency,Emergency Ward,20,59,53,125,7,33.0,49,8.0,31.0,57.0,4.99,32.0,24.0,Clear,No,Spring,94.7
HOSP-001,2024-04-04,,Emergency,Emergency Ward,25,82,35,139,3,33.0,43,10.0,32.0,57.0,4.06,,17.0,Rainy,No,Spring,97.89
HOSP-001,2024-04-05,Karachi,Emergency,Emergency Ward,40,73,34,144,3,28.0,17,11.0,30.0,63.0,2.85,17.0,11.0,Clear,No,Spring,97.96
HOSP-001,2024-04-06,Karachi,Emergency,Emergency Ward,32,75,31,123,15,29.0,36,8.0,32.0,55.0,4.34,32.0,13.0,Hot,No,Spring,89.13
HOSP-001,2024-04-07,Karachi,Emergency,Emergency Ward,40,45,32,108,9,16.0,24,9.0,31.0,47.0,6.58,22.0,16.0,Clear,No,Spring,92.31
HOSP-001,2024-04-08,Karachi,Emergency,Emergency Ward,25,60,42,112,15,23.0,16,8.0,25.0,51.0,4.52,38.0,5.0,Clear,No,Spring,88.19
HOSP-001,2024-04-09,Karachi,Emergency,Emergency Ward,40,59,47,143,3,19.0,32,10.0,29.0,57.0,4.29,19.0,21.0,Clear,No,Spring,97.95
HOSP-001,2024-04-10,Karachi,Emergency,Emergency Ward,26,44,40,108,2,28.0,30,6.0,29.0,45.0,2.74,24.0,13.0,Rainy,No,Spring,98.18
HOSP-001,2024-04-11,Karachi,Emergency,Emergency Ward,24,37,36,94,3,,11,6.0,25.0,42.0,4.86,9.0,13.0,Rainy,No,Spring,96.91
HOSP-001,2024-04-12,Karachi,Emergency,Emergency Ward,16,58,36,105,5,20.0,28,7.0,22.0,43.0,6.5,28.0,18.0,Hot,No,Spring,95.45
HOSP-001,2024-04-13,,Emergency,Emergency Ward,39,72,42,136,17,27.0,15,10.0,40.0,62.0,4.66,,13.0,Rainy,No,Spring,88.89
HOSP-001,2024-04-14,Karachi,Emergency,Emergency Ward,25,65,22,97,15,26.0,27,6.0,23.0,46.0,3.65,28.0,9.0,Clear,No,Spring,86.61
HOSP-001,2024-04-15,Karachi,Emergency,Emergency Ward,35,72,35,137,5,24.0,14,11.0,33.0,63.0,3.28,31.0,12.0,Clear,No,Spring,96.48
HOSP-001,2024-04-16,,Emergency,Emergency Ward,21,57,34,110,2,32.0,14,7.0,28.0,49.0,4.62,40.0,10.0,Stormy,No,Spring,98.21
HOSP-001,2024-04-17,Karachi,Emergency,Emergency Ward,37,68,29,120,14,7.0,1,8.0,27.0,50.0,4.08,18.0,14.0,,No,Spring,89.55
HOSP-001,2024-04-18,Karachi,Emergency,Emergency Ward,35,39,44,105,13,33.0,21,9.0,30.0,56.0,2.69,34.0,13.0,Foggy,No,Spring,88.98
HOSP-001,2024-04-19,Karachi,Emergency,Emergency Ward,16,67,50,129,4,40.0,34,9.0,30.0,57.0,4.98,36.0,13.0,Hot,No,Spring,96.99
HOSP-001,2024-04-20,Karachi,Emergency,Emergency Ward,35,38,41,98,16,26.0,29,8.0,23.0,45.0,3.65,20.0,16.0,Clear,No,Spring,85.96
HOSP-001,2024-04-21,Karachi,Emergency,Emergency Ward,40,55,26,112,9,10.0,9,7.0,25.0,47.0,2.94,22.0,11.0,Stormy,No,Spring,92.56
HOSP-001,2024-04-22,Karachi,Emergency,Emergency Ward,33,36,39,92,16,27.0,19,,23.0,35.0,5.58,32.0,10.0,Clear,No,Spring,85.19
HOSP-001,2024-04-23,Karachi,Emergency,Emergency Ward,30,62,33,111,14,24.0,25,8.0,25.0,54.0,3.37,20.0,15.0,Clear,No,Spring,88.8
HOSP-001,2024-04-24,Karachi,Emergency,Emergency Ward,41,40,33,106,8,25.0,21,7.0,29.0,49.0,4.49,28.0,13.0,Rainy,No,Spring,92.98
HOSP-001,2024-04-25,Karachi,Emergency,Emergency Ward,28,36,52,113,3,25.0,26,7.0,24.0,50.0,4.75,50.0,18.0,Clear,No,Spring,97.41
HOSP-001,2024-04-26,,Emergency,Emergency Ward,22,76,20,116,2,29.0,26,7.0,23.0,37.0,5.6,38.0,11.0,Stormy,No,Spring,98.31
HOSP-001,2024-04-27,Karachi,Emergency,Emergency Ward,21,44,37,90,12,28.0,15,7.0,23.0,47.0,4.33,34.0,16.0,Stormy,No,Spring,88.24
HOSP-001,2024-04-28,Karachi,Emergency,Emergency Ward,40,78,47,161,4,34.0,18,10.0,33.0,73.0,3.32,28.0,13.0,Stormy,No,Spring,97.58
HOSP-001,2024-04-29,Karachi,Emergency,Emergency Ward,22,67,35,122,2,27.0,19,,24.0,48.0,5.02,25.0,12.0,Rainy,No,Spring,98.39
HOSP-001,2024-04-30,Karachi,Emergency,Emergency Ward,21,51,26,96,2,31.0,23,7.0,20.0,40.0,4.36,25.0,15.0,Stormy,No,Spring,97.96
HOSP-001,2024-05-01,Karachi,Emergency,Emergency Ward,31,76,19,118,8,19.0,33,9.0,36.0,56.0,3.97,20.0,9.0,Hot,Yes,Spring,93.65
HOSP-001,2024-05-02,Karachi,Emergency,Emergency Ward,25,71,52,145,3,27.0,20,10.0,33.0,61.0,3.4,27.0,14.0,Rainy,No,Spring,97.97
HOSP-001,2024-05-03,Karachi,Emergency,Emergency Ward,29,67,52,140,8,19.0,12,8.0,41.0,67.0,3.47,34.0,9.0,Hot,No,Spring,94.59
HOSP-001,2024-05-04,Karachi,Emergency,Emergency Ward,18,72,19,98,11,,23,7.0,29.0,46.0,4.62,30.0,,Rainy,No,Spring,89.91
HOSP-001,2024-05-05,Karachi,Emergency,Emergency Ward,32,71,27,115,15,17.0,17,9.0,34.0,56.0,3.81,20.0,,Clear,No,Spring,88.46
HOSP-001,2024-05-06,Karachi,Emergency,Emergency Ward,41,62,27,125,5,31.0,19,8.0,28.0,48.0,3.33,41.0,12.0,Clear,No,Spring,96.15
HOSP-001,2024-05-07,Karachi,Emergency,Emergency Ward,23,56,21,97,3,18.0,13,6.0,23.0,48.0,5.72,23.0,14.0,Clear,No,Spring,97.0
HOSP-001,2024-05-08,Karachi,Emergency,Emergency Ward,40,58,53,137,14,12.0,4,10.0,35.0,68.0,2.73,40.0,5.0,Hot,No,Spring,90.73
HOSP-001,2024-05-09,Karachi,Emergency,Emergency Ward,29,55,26,94,16,7.0,4,7.0,29.0,47.0,3.98,29.0,10.0,,No,Spring,85.45
HOSP-001,2024-05-10,Karachi,Emergency,Emergency Ward,21,51,32,99,5,31.0,14,7.0,26.0,45.0,4.65,31.0,10.0,Rainy,No,Spring,95.19
HOSP-001,2024-05-11,Karachi,Emergency,Emergency Ward,32,71,54,146,11,32.0,27,9.0,39.0,65.0,4.47,33.0,16.0,Rainy,No,Spring,92.99
HOSP-001,2024-05-12,Karachi,Emergency,Emergency Ward,29,76,54,119,40,30.0,22,12.0,32.0,65.0,2.91,30.0,6.0,Clear,No,Spring,74.84
HOSP-001,2024-05-13,Karachi,Emergency,Emergency Ward,27,67,34,125,3,24.0,17,8.0,25.0,41.0,5.25,37.0,6.0,Foggy,No,Spring,97.66
HOSP-001,2024-05-14,Karachi,Emergency,Emergency Ward,36,52,45,130,3,24.0,13,9.0,37.0,60.0,2.73,40.0,8.0,Foggy,No,Spring,97.74
HOSP-001,2024-05-15,Karachi,Emergency,Emergency Ward,21,39,24,72,12,19.0,14,5.0,16.0,33.0,5.03,26.0,5.0,Clear,No,Spring,85.71
HOSP-001,2024-05-16,Karachi,Emergency,Emergency Ward,17,64,52,128,5,,37,9.0,31.0,53.0,5.84,37.0,9.0,Stormy,No,Spring,96.24
HOSP-001,2024-05-17,Karachi,Emergency,Emergency Ward,31,80,49,144,16,20.0,11,12.0,37.0,69.0,4.68,21.0,7.0,,No,Spring,90.0
HOSP-001,2024-05-18,Karachi,Emergency,Emergency Ward,16,75,45,106,30,,21,9.0,36.0,60.0,5.28,36.0,6.0,Clear,No,Spring,77.94
HOSP-001,2024-05-19,Karachi,Emergency,Emergency Ward,29,48,28,92,13,,38,7.0,22.0,42.0,4.12,42.0,3.0,Rainy,No,Spring,87.62
HOSP-001,2024-05-20,Karachi,Emergency,Emergency Ward,19,36,41,87,9,27.0,25,7.0,20.0,38.0,3.8,24.0,3.0,Rainy,No,Spring,90.62
HOSP-001,2024-05-21,Karachi,Emergency,Emergency Ward,29,70,19,105,13,,22,8.0,27.0,56.0,5.1,,3.0,Hot,No,Spring,88.98
HOSP-001,2024-05-22,Karachi,Emergency,Emergency Ward,21,38,44,92,11,11.0,1,,21.0,41.0,3.84,29.0,6.0,Clear,No,Spring,89.32
HOSP-001,2024-05-23,Karachi,Emergency,Emergency Ward,40,46,24,104,6,30.0,31,7.0,26.0,41.0,3.27,27.0,5.0,,No,Spring,94.55
HOSP-001,2024-05-24,Karachi,Emergency,Emergency Ward,22,45,19,75,11,26.0,20,5.0,18.0,29.0,2.76,35.0,4.0,Rainy,No,Spring,87.21
HOSP-001,2024-05-25,Karachi,Emergency,Emergency Ward,39,60,24,101,22,27.0,23,9.0,33.0,49.0,4.05,27.0,2.0,Clear,No,Spring,82.11
HOSP-001,2024-05-26,Karachi,Emergency,Emergency Ward,25,49,28,81,21,24.0,13,6.0,20.0,41.0,4.23,30.0,2.0,Clear,No,Spring,79.41
HOSP-001,2024-05-27,Karachi,Emergency,Emergency Ward,21,79,29,121,8,39.0,37,10.0,28.0,57.0,4.02,,7.0,Rainy,No,Spring,93.8
HOSP-001,2024-05-28,Karachi,Emergency,Emergency Ward,36,64,37,125,12,,33,9.0,32.0,58.0,4.43,32.0,1.0,Stormy,No,Spring,91.24
HOSP-001,2024-05-29,Karachi,Emergency,Emergency Ward,38,79,33,138,12,30.0,42,9.0,36.0,68.0,4.41,30.0,2.0,Hot,No,Spring,92.0
HOSP-001,2024-05-30,Karachi,Emergency,Emergency Ward,16,72,36,106,18,26.0,32,9.0,24.0,59.0,4.73,27.0,1.0,,No,Spring,85.48
HOSP-001,2024-05-31,Karachi,Emergency,Emergency Ward,41,48,20,94,15,25.0,22,,29.0,45.0,4.54,36.0,0.0,Rainy,No,Spring,86.24
HOSP-001,2024-06-01,Karachi,Emergency,Emergency Ward,22,50,22,77,17,28.0,29,5.0,26.0,54.0,2.42,24.0,1.0,Clear,No,Summer,81.91
HOSP-001,2024-06-02,Karachi,Emergency,Emergency Ward,31,52,29,87,25,21.0,19,7.0,31.0,54.0,3.89,22.0,1.0,,No,Summer,77.68
HOSP-001,2024-06-03,Karachi,Emergency,Emergency Ward,31,66,34,112,19,,29,8.0,33.0,53.0,3.2,18.0,1.0,Rainy,No,Summer,85.5
HOSP-001,2024-06-04,Karachi,Emergency,Emergency Ward,18,67,32,96,21,18.0,15,8.0,26.0,52.0,3.97,29.0,2.0,Rainy,No,Summer,82.05
HOSP-001,2024-06-05,Karachi,Emergency,Emergency Ward,39,73,31,124,19,21.0,19,9.0,33.0,57.0,2.66,35.0,2.0,Hot,No,Summer,86.71
HOSP-001,2024-06-06,Karachi,Emergency,Emergency Ward,17,79,40,121,15,25.0,26,8.0,30.0,56.0,3.11,24.0,1.0,Hot,No,Summer,88.97
HOSP-001,2024-06-07,Karachi,Emergency,Emergency Ward,34,68,29,111,20,34.0,25,,33.0,59.0,3.61,,2.0,Rainy,No,Summer,84.73
HOSP-001,2024-06-08,Karachi,Emergency,Emergency Ward,21,64,19,84,20,14.0,15,7.0,23.0,45.0,1.68,38.0,4.0,Hot,No,Summer,80.77
