Hospital_ID,Date,City,Department,Ward,ICU_Beds,General_Beds,Emergency_Beds,Occupied_Beds,Available_Beds,Admissions,Discharges,Doctors,Nurses,Staff_On_Duty,Average_Length_of_Stay,Emergency_Cases,Covid_Cases,Weather,Holiday,Season,Bed_Occupancy_Rate
HOSP-001,2024-02-23,Karachi,Emergency,Emergency Ward,17,58,32,97,10,14,12,7,25,39,5.05,30,0,Foggy,No,Winter,90.65
HOSP-001,2024-02-24,Karachi,Emergency,Emergency Ward,28,75,37,121,19,23,26,11,33,63,4.36,14,2,Rainy,No,Winter,86.43
HOSP-001,2024-02-25,Karachi,Emergency,Emergency Ward,22,50,23,74,21,7,1,7,21,35,2.25,31,1,Clear,No,Winter,77.89
HOSP-001,2024-02-26,Karachi,Emergency,Emergency Ward,23,76,37,118,18,41,49,9,28,57,5.0,27,3,Clear,No,Winter,86.76
HOSP-001,2024-02-27,Karachi,Emergency,Emergency Ward,32,49,26,98,9,27,12,8,28,44,6.15,35,0,Rainy,No,Winter,91.59
HOSP-001,2024-02-28,Karachi,Emergency,Emergency Ward,37,50,22,104,5,27,24,6,31,50,6.27,30,1,Rainy,No,Winter,95.41
HOSP-001,2024-02-29,Karachi,Emergency,Emergency Ward,39,54,22,104,11,18,7,8,25,40,4.16,30,2,Rainy,No,Winter,90.43
HOSP-001,2024-03-01,Karachi,Emergency,Emergency Ward,20,46,49,103,12,30,26,6,27,48,4.07,24,3,Rainy,No,Spring,89.57
HOSP-001,2024-03-02,Karachi,Emergency,Emergency Ward,38,52,37,106,21,14,9,9,26,52,3.02,26,3,Stormy,No,Spring,83.46
HOSP-001,2024-03-03,Karachi,Emergency,Emergency Ward,38,70,41,121,28,23,15,9,41,74,6.32,29,4,Foggy,No,Spring,81.21
HOSP-001,2024-03-04,Karachi,Emergency,Emergency Ward,38,45,54,117,20,55,56,9,30,54,3.76,42,2,Clear,No,Spring,85.4
HOSP-001,2024-03-05,Karachi,Emergency,Emergency Ward,24,53,31,92,16,11,9,6,27,49,2.82,32,3,Clear,No,Spring,85.19
HOSP-001,2024-03-06,Karachi,Emergency,Emergency Ward,26,38,35,89,10,22,18,6,20,39,5.34,32,4,Rainy,No,Spring,89.9
HOSP-001,2024-03-07,Karachi,Emergency,Emergency Ward,25,81,39,130,15,16,8,9,38,65,3.96,38,1,Hot,No,Spring,89.66
HOSP-001,2024-03-08,Karachi,Emergency,Emergency Ward,17,53,39,98,11,19,31,6,30,49,3.13,34,4,Stormy,No,Spring,89.91
HOSP-001,2024-03-09,Karachi,Emergency,Emergency Ward,32,55,20,81,26,7,4,6,21,38,4.14,36,4,Clear,No,Spring,75.7
HOSP-001,2024-03-10,Karachi,Emergency,Emergency Ward,27,57,37,102,19,26,31,7,32,56,3.07,28,1,Foggy,No,Spring,84.3
HOSP-001,2024-03-11,Karachi,Emergency,Emergency Ward,38,37,32,94,13,2,4,6,25,46,4.87,36,4,Clear,No,Spring,87.85
HOSP-001,2024-03-12,Karachi,Emergency,Emergency Ward,19,62,19,94,6,10,7,8,23,43,4.04,26,7,Clear,No,Spring,94.0
HOSP-001,2024-03-13,Karachi,Emergency,Emergency Ward,28,54,23,92,13,26,26,8,25,47,4.03,23,6,Rainy,No,Spring,87.62
HOSP-001,2024-03-14,Karachi,Emergency,Emergency Ward,39,44,29,110,2,33,30,8,24,44,5.2,42,9,Rainy,No,Spring,98.21
HOSP-001,2024-03-15,Karachi,Emergency,Emergency Ward,39,51,47,118,19,27,26,8,36,63,2.06,18,4,Clear,No,Spring,86.13
HOSP-001,2024-03-16,Karachi,Emergency,Emergency Ward,21,63,40,105,19,24,28,8,24,50,3.34,30,5,Hot,No,Spring,84.68
HOSP-001,2024-03-17,Karachi,Emergency,Emergency Ward,34,58,34,104,22,25,21,9,26,55,3.69,24,12,Rainy,No,Spring,82.54
HOSP-001,2024-03-18,Karachi,Emergency,Emergency Ward,32,37,30,91,8,36,52,6,19,38,4.24,40,6,Clear,No,Spring,91.92
HOSP-001,2024-03-19,Karachi,Emergency,Emergency Ward,22,48,35,101,4,24,28,7,25,47,5.07,20,10,Stormy,No,Spring,96.19
HOSP-001,2024-03-20,Karachi,Emergency,Emergency Ward,39,72,31,139,3,22,22,11,40,68,3.59,20,9,Rainy,No,Spring,97.89
HOSP-001,2024-03-21,Karachi,Emergency,Emergency Ward,18,37,30,83,2,20,18,6,21,32,3.83,30,9,Stormy,No,Spring,97.65
HOSP-001,2024-03-22,Karachi,Emergency,Emergency Ward,32,81,22,131,4,17,12,9,28,49,3.49,27,11,Rainy,No,Spring,97.04
HOSP-001,2024-03-23,Karachi,Emergency,Emergency Ward,25,69,35,121,8,23,11,7,28,53,4.29,22,12,Stormy,Yes,Spring,93.8
HOSP-001,2024-03-24,Karachi,Emergency,Emergency Ward,16,75,35,109,17,22,22,9,25,47,3.67,35,6,Foggy,No,Spring,86.51
HOSP-001,2024-03-25,Karachi,Emergency,Emergency Ward,29,52,30,106,5,33,32,6,31,52,5.26,26,8,Clear,No,Spring,95.5
HOSP-001,2024-03-26,Karachi,Emergency,Emergency Ward,22,40,39,98,3,15,13,7,26,51,5.87,26,9,Hot,No,Spring,97.03
HOSP-001,2024-03-27,Karachi,Emergency,Emergency Ward,31,52,42,122,3,34,41,8,27,47,3.78,30,9,Rainy,No,Spring,97.6
HOSP-001,2024-03-28,Karachi,Emergency,Emergency Ward,26,39,32,95,2,27,21,6,25,39,5.21,26,13,Clear,No,Spring,97.94
HOSP-001,2024-03-29,Karachi,Emergency,Emergency Ward,18,67,54,136,3,27,20,8,31,55,5.8,27,17,Rainy,No,Spring,97.84
HOSP-001,2024-03-30,Karachi,Emergency,Emergency Ward,17,47,36,97,3,23,34,6,25,41,4.06,31,14,Stormy,No,Spring,97.0
HOSP-001,2024-03-31,Karachi,Emergency,Emergency Ward,21,61,26,88,20,20,3,6,25,43,1.77,25,8,Foggy,No,Spring,81.48
HOSP-001,2024-04-01,Karachi,Emergency,Emergency Ward,41,78,33,130,22,21,21,10,30,58,4.91,27,7,Rainy,No,Spring,85.53
HOSP-001,2024-04-02,Karachi,Emergency,Emergency Ward,27,68,39,126,8,34,32,10,36,65,2.44,30,13,Foggy,No,Spring,94.03
HOSP-001,2024-04-03,Karachi,Emergency,Emergency Ward,20,59,53,125,7,33,49,8,31,57,4.99,32,24,Clear,No,Spring,94.7
HOSP-001,2024-04-04,Karachi,Emergency,Emergency Ward,25,82,35,139,3,33,43,10,32,57,4.06,25,17,Rainy,No,Spring,97.89
HOSP-001,2024-04-05,Karachi,Emergency,Emergency Ward,40,73,34,144,3,28,17,11,30,63,2.85,17,11,Clear,No,Spring,97.96
HOSP-001,2024-04-06,Karachi,Emergency,Emergency Ward,32,75,31,123,15,29,36,8,32,55,4.34,32,13,Hot,No,Spring,89.13
HOSP-001,2024-04-07,Karachi,Emergency,Emergency Ward,40,45,32,108,9,16,24,9,31,47,6.58,22,16,Clear,No,Spring,92.31
HOSP-001,2024-04-08,Karachi,Emergency,Emergency Ward,25,60,42,112,15,23,16,8,25,51,4.52,38,5,Clear,No,Spring,88.19
HOSP-001,2024-04-09,Karachi,Emergency,Emergency Ward,40,59,47,143,3,19,32,10,29,57,4.29,19,21,Clear,No,Spring,97.95
HOSP-001,2024-04-10,Karachi,Emergency,Emergency Ward,26,44,40,108,2,28,30,6,29,45,2.74,24,13,Rainy,No,Spring,98.18
HOSP-001,2024-04-11,Karachi,Emergency,Emergency Ward,24,37,36,94,3,10,11,6,25,42,4.86,9,13,Rainy,No,Spring,96.91
HOSP-001,2024-04-12,Karachi,Emergency,Emergency Ward,16,58,36,105,5,20,28,7,22,43,6.5,28,18,Hot,No,Spring,95.45
HOSP-001,2024-04-13,Karachi,Emergency,Emergency Ward,39,72,42,136,17,27,15,10,40,62,4.66,24,13,Rainy,No,Spring,88.89
HOSP-001,2024-04-14,Karachi,Emergency,Emergency Ward,25,65,22,97,15,26,27,6,23,46,3.65,28,9,Clear,No,Spring,86.61
HOSP-001,2024-04-15,Karachi,Emergency,Emergency Ward,35,72,35,137,5,24,14,11,33,63,3.28,31,12,Clear,No,Spring,96.48
HOSP-001,2024-04-16,Karachi,Emergency,Emergency Ward,21,57,34,110,2,32,14,7,28,49,4.62,40,10,Stormy,No,Spring,98.21
HOSP-001,2024-04-17,Karachi,Emergency,Emergency Ward,37,68,29,120,14,7,1,8,27,50,4.08,18,14,Foggy,No,Spring,89.55
HOSP-001,2024-04-18,Karachi,Emergency,Emergency Ward,35,39,44,105,13,33,21,9,30,56,2.69,34,13,Foggy,No,Spring,88.98
HOSP-001,2024-04-19,Karachi,Emergency,Emergency Ward,16,67,50,129,4,40,34,9,30,57,4.98,36,13,Hot,No,Spring,96.99
HOSP-001,2024-04-20,Karachi,Emergency,Emergency Ward,35,38,41,98,16,26,29,8,23,45,3.65,20,16,Clear,No,Spring,85.96
HOSP-001,2024-04-21,Karachi,Emergency,Emergency Ward,40,55,26,112,9,10,9,7,25,47,2.94,22,11,Stormy,No,Spring,92.56
HOSP-001,2024-04-22,Karachi,Emergency,Emergency Ward,33,36,39,92,16,27,19,7,23,35,5.58,32,10,Clear,No,Spring,85.19
HOSP-001,2024-04-23,Karachi,Emergency,Emergency Ward,30,62,33,111,14,24,25,8,25,54,3.37,20,15,Clear,No,Spring,88.8
HOSP-001,2024-04-24,Karachi,Emergency,Emergency Ward,41,40,33,106,8,25,21,7,29,49,4.49,28,13,Rainy,No,Spring,92.98
HOSP-001,2024-04-25,Karachi,Emergency,Emergency Ward,28,36,52,113,3,25,26,7,24,50,4.75,50,18,Clear,No,Spring,97.41
HOSP-001,2024-04-26,Karachi,Emergency,Emergency Ward,22,76,20,116,2,29,26,7,23,37,5.6,38,11,Stormy,No,Spring,98.31
HOSP-001,2024-04-27,Karachi,Emergency,Emergency Ward,21,44,37,90,12,28,15,7,23,47,4.33,34,16,Stormy,No,Spring,88.24
HOSP-001,2024-04-28,Karachi,Emergency,Emergency Ward,40,78,47,161,4,34,18,10,33,73,3.32,28,13,Stormy,No,Spring,97.58
HOSP-001,2024-04-29,Karachi,Emergency,Emergency Ward,22,67,35,122,2,27,19,8,24,48,5.02,25,12,Rainy,No,Spring,98.39
HOSP-001,2024-04-30,Karachi,Emergency,Emergency Ward,21,51,26,96,2,31,23,7,20,40,4.36,25,15,Stormy,No,Spring,97.96
HOSP-001,2024-05-01,Karachi,Emergency,Emergency Ward,31,76,19,118,8,19,33,9,36,56,3.97,20,9,Hot,Yes,Spring,93.65
HOSP-001,2024-05-02,Karachi,Emergency,Emergency Ward,25,71,52,145,3,27,20,10,33,61,3.4,27,14,Rainy,No,Spring,97.97
HOSP-001,2024-05-03,Karachi,Emergency,Emergency Ward,29,67,52,140,8,19,12,8,41,67,3.47,34,9,Hot,No,Spring,94.59
HOSP-001,2024-05-04,Karachi,Emergency,Emergency Ward,18,72,19,98,11,19,23,7,29,46,4.62,30,12,Rainy,No,Spring,89.91
HOSP-001,2024-05-05,Karachi,Emergency,Emergency Ward,32,71,27,115,15,17,17,9,34,56,3.81,20,13,Clear,No,Spring,88.46
HOSP-001,2024-05-06,Karachi,Emergency,Emergency Ward,41,62,27,125,5,31,19,8,28,48,3.33,41,12,Clear,No,Spring,96.15
HOSP-001,2024-05-07,Karachi,Emergency,Emergency Ward,23,56,21,97,3,18,13,6,23,48,5.72,23,14,Clear,No,Spring,97.0
HOSP-001,2024-05-08,Karachi,Emergency,Emergency Ward,40,58,53,137,14,12,4,10,35,68,2.73,40,5,Hot,No,Spring,90.73
HOSP-001,2024-05-09,Karachi,Emergency,Emergency Ward,29,55,26,94,16,7,4,7,29,47,3.98,29,10,Clear,No,Spring,85.45
HOSP-001,2024-05-10,Karachi,Emergency,Emergency Ward,21,51,32,99,5,31,14,7,26,45,4.65,31,10,Rainy,No,Spring,95.19
HOSP-001,2024-05-11,Karachi,Emergency,Emergency Ward,32,71,54,146,11,32,27,9,39,65,4.47,33,16,Rainy,No,Spring,92.99
HOSP-001,2024-05-12,Karachi,Emergency,Emergency Ward,29,76,54,119,40,30,22,12,32,65,2.91,30,6,Clear,No,Spring,74.84
HOSP-001,2024-05-13,Karachi,Emergency,Emergency Ward,27,67,34,125,3,24,17,8,25,41,5.25,37,6,Foggy,No,Spring,97.66
HOSP-001,2024-05-14,Karachi,Emergency,Emergency Ward,36,52,45,130,3,24,13,9,37,60,2.73,40,8,Foggy,No,Spring,97.74
HOSP-001,2024-05-15,Karachi,Emergency,Emergency Ward,21,39,24,72,12,19,14,5,16,33,5.03,26,5,Clear,No,Spring,85.71
HOSP-001,2024-05-16,Karachi,Emergency,Emergency Ward,17,64,52,128,5,36,37,9,31,53,5.84,37,9,Stormy,No,Spring,96.24
HOSP-001,2024-05-17,Karachi,Emergency,Emergency Ward,31,80,49,144,16,20,11,12,37,69,4.68,21,7,Clear,No,Spring,90.0
HOSP-001,2024-05-18,Karachi,Emergency,Emergency Ward,16,75,45,106,30,20,21,9,36,60,5.28,36,6,Clear,No,Spring,77.94
HOSP-001,2024-05-19,Karachi,Emergency,Emergency Ward,29,48,28,92,13,38,38,7,22,42,4.12,42,3,Rainy,No,Spring,87.62
HOSP-001,2024-05-20,Karachi,Emergency,Emergency Ward,19,36,41,87,9,27,25,7,20,38,3.8,24,3,Rainy,No,Spring,90.62
HOSP-001,2024-05-21,Karachi,Emergency,Emergency Ward,29,70,19,105,13,16,22,8,27,56,5.1,33,3,Hot,No,Spring,88.98
HOSP-001,2024-05-22,Karachi,Emergency,Emergency Ward,21,38,44,92,11,11,1,7,21,41,3.84,29,6,Clear,No,Spring,89.32
HOSP-001,2024-05-23,Karachi,Emergency,Emergency Ward,40,46,24,104,6,30,31,7,26,41,3.27,27,5,Hot,No,Spring,94.55
HOSP-001,2024-05-24,Karachi,Emergency,Emergency Ward,22,45,19,75,11,26,20,5,18,29,2.76,35,4,Rainy,No,Spring,87.21
HOSP-001,2024-05-25,Karachi,Emergency,Emergency Ward,39,60,24,101,22,27,23,9,33,49,4.05,27,2,Clear,No,Spring,82.11
HOSP-001,2024-05-26,Karachi,Emergency,Emergency Ward,25,49,28,81,21,24,13,6,20,41,4.23,30,2,Clear,No,Spring,79.41
HOSP-001,2024-05-27,Karachi,Emergency,Emergency Ward,21,79,29,121,8,39,37,10,28,57,4.02,31,7,Rainy,No,Spring,93.8
HOSP-001,2024-05-28,Karachi,Emergency,Emergency Ward,36,64,37,125,12,35,33,9,32,58,4.43,32,1,Stormy,No,Spring,91.24
HOSP-001,2024-05-29,Karachi,Emergency,Emergency Ward,38,79,33,138,12,30,42,9,36,68,4.41,30,2,Hot,No,Spring,92.0
HOSP-001,2024-05-30,Karachi,Emergency,Emergency Ward,16,72,36,106,18,26,32,9,24,59,4.73,27,1,Hot,No,Spring,85.48
HOSP-001,2024-05-31,Karachi,Emergency,Emergency Ward,41,48,20,94,15,25,22,7,29,45,4.54,36,0,Rainy,No,Spring,86.24
HOSP-001,2024-06-01,Karachi,Emergency,Emergency Ward,22,50,22,77,17,28,29,5,26,54,2.42,24,1,Clear,No,Summer,81.91
HOSP-001,2024-06-02,Karachi,Emergency,Emergency Ward,31,52,29,87,25,21,19,7,31,54,3.89,22,1,Hot,No,Summer,77.68
HOSP-001,2024-06-03,Karachi,Emergency,Emergency Ward,31,66,34,112,19,17,29,8,33,53,3.2,18,1,Rainy,No,Summer,85.5
HOSP-001,2024-06-04,Karachi,Emergency,Emergency Ward,18,67,32,96,21,18,15,8,26,52,3.97,29,2,Rainy,No,Summer,82.05
HOSP-001,2024-06-05,Karachi,Emergency,Emergency Ward,39,73,31,124,19,21,19,9,33,57,2.66,35,2,Hot,No,Summer,86.71
HOSP-001,2024-06-06,Karachi,Emergency,Emergency Ward,17,79,40,121,15,25,26,8,30,56,3.11,24,1,Hot,No,Summer,88.97
HOSP-001,2024-06-07,Karachi,Emergency,Emergency Ward,34,68,29,111,20,34,25,8,33,59,3.61,30,2,Rainy,No,Summer,84.73
HOSP-001,2024-06-08,Karachi,Emergency,Emergency Ward,21,64,19,84,20,14,15,7,23,45,1.68,38,4,Hot,No,Summer,80.77
HOSP-001,2024-06-09,Karachi,Emergency,Emergency Ward,26,54,18,78,20,7,3,7,27,48,5.3,35,1,Clear,No,Summer,79.59
HOSP-001,2024-06-10,Karachi,Emergency,Emergency Ward,20,54,54,107,21,37,35,8,27,53,6.8,43,3,Rainy,No,Summer,83.59
HOSP-001,2024-06-11,Karachi,Emergency,Emergency Ward,32,39,30,94,7,45,35,8,29,47,3.32,38,2,Hot,No,Summer,93.07
HOSP-001,2024-06-12,Karachi,Emergency,Emergency Ward,20,58,38,100,16,28,27,8,23,47,4.7,26,3,Clear,No,Summer,86.21
HOSP-001,2024-06-13,Karachi,Emergency,Emergency Ward,37,55,20,98,14,24,5,8,22,49,4.48,33,1,Rainy,No,Summer,87.5
HOSP-001,2024-06-14,Karachi,Emergency,Emergency Ward,25,81,49,125,30,23,21,9,43,75,5.22,32,0,Hot,No,Summer,80.65
HOSP-001,2024-06-15,Karachi,Emergency,Emergency Ward,24,71,49,114,30,39,40,9,30,56,4.51,35,2,Hot,No,Summer,79.17
HOSP-001,2024-06-16,Karachi,Emergency,Emergency Ward,25,45,27,78,19,25,40,7,25,42,3.32,32,4,Hot,No,Summer,80.41
HOSP-001,2024-06-17,Karachi,Emergency,Emergency Ward,35,41,21,84,13,19,17,6,20,41,2.61,41,2,Hot,No,Summer,86.6
HOSP-001,2024-06-18,Karachi,Emergency,Emergency Ward,21,79,43,123,20,10,11,9,32,57,4.09,19,4,Rainy,No,Summer,86.01
HOSP-001,2024-06-19,Karachi,Emergency,Emergency Ward,35,63,30,117,11,28,22,7,28,47,6.03,32,4,Hot,No,Summer,91.41
HOSP-001,2024-06-20,Karachi,Emergency,Emergency Ward,33,36,45,101,13,8,1,7,28,47,4.41,39,2,Clear,No,Summer,88.6
HOSP-001,2024-06-21,Karachi,Emergency,Emergency Ward,20,53,51,103,21,36,25,8,26,45,3.21,42,0,Clear,No,Summer,83.06
HOSP-001,2024-06-22,Karachi,Emergency,Emergency Ward,40,45,19,83,21,27,42,8,22,46,5.2,30,2,Rainy,No,Summer,79.81
HOSP-001,2024-06-23,Karachi,Emergency,Emergency Ward,37,38,40,88,27,6,1,8,23,44,2.99,27,2,Rainy,No,Summer,76.52
HOSP-001,2024-06-24,Karachi,Emergency,Emergency Ward,40,82,25,124,23,32,33,9,32,51,4.53,39,3,Hot,No,Summer,84.35
HOSP-001,2024-06-25,Karachi,Emergency,Emergency Ward,29,36,19,69,15,18,17,6,21,37,5.19,31,1,Hot,No,Summer,82.14
HOSP-001,2024-06-26,Karachi,Emergency,Emergency Ward,40,64,29,106,27,36,36,9,31,58,5.64,37,3,Clear,No,Summer,79.7
HOSP-001,2024-06-27,Karachi,Emergency,Emergency Ward,19,71,27,105,12,37,35,7,33,52,4.31,28,0,Hot,No,Summer,89.74
HOSP-001,2024-06-28,Karachi,Emergency,Emergency Ward,29,53,38,93,27,26,22,7,33,57,4.22,28,1,Hot,No,Summer,77.5
HOSP-001,2024-06-29,Karachi,Emergency,Emergency Ward,38,51,25,100,14,17,9,8,27,51,4.82,34,3,Stormy,No,Summer,87.72
HOSP-001,2024-06-30,Karachi,Emergency,Emergency Ward,20,75,42,113,24,22,34,10,30,50,4.18,30,0,Rainy,No,Summer,82.48
HOSP-001,2024-07-01,Karachi,Emergency,Emergency Ward,29,58,29,97,19,18,25,8,23,41,4.52,15,3,Hot,No,Summer,83.62
