Hospital_ID,Date,City,Department,Ward,ICU_Beds,General_Beds,Emergency_Beds,Occupied_Beds,Available_Beds,Admissions,Discharges,Doctors,Nurses,Staff_On_Duty,Average_Length_of_Stay,Emergency_Cases,Covid_Cases,Weather,Holiday,Season,Bed_Occupancy_Rate
HOSP-001,2024-03-09,Karachi,Emergency,Emergency Ward,32.0,55.0,20.0,81.0,26.0,7.0,4.0,6.0,21.0,38.0,4.14,36.0,4.0,Clear,No,Spring,75.7
HOSP-001,2024-03-10,Karachi,Emergency,Emergency Ward,27.0,57.0,37.0,102.0,19.0,26.0,31.0,7.0,32.0,56.0,3.07,28.0,1.0,Foggy,No,Spring,84.3
HOSP-001,2024-03-11,Karachi,Emergency,Emergency Ward,38.0,37.0,32.0,94.0,13.0,2.0,4.0,6.0,25.0,46.0,4.87,36.0,4.0,Clear,No,Spring,87.85
HOSP-001,2024-03-12,Karachi,Emergency,Emergency Ward,19.0,62.0,19.0,94.0,6.0,10.0,7.0,8.0,23.0,43.0,4.04,26.0,7.0,Clear,No,Spring,94.0
HOSP-001,2024-03-13,Karachi,Emergency,Emergency Ward,28.0,54.0,23.0,92.0,13.0,24.55715693206392,26.0,8.0,25.0,47.0,4.03,23.0,6.0,Rainy,No,Spring,87.62
HOSP-001,2024-03-14,Karachi,Emergency,Emergency Ward,39.0,44.0,29.0,110.0,2.0,33.0,30.0,8.0,24.0,44.0,5.2,42.0,9.0,Rainy,No,Spring,98.21
HOSP-001,2024-03-15,Karachi,Emergency,Emergency Ward,39.0,51.0,47.0,118.0,19.0,25.301556819226253,26.0,8.0,36.0,63.0,2.06,18.0,4.0,Clear,No,Spring,86.13
HOSP-001,2024-03-16,Karachi,Emergency,Emergency Ward,21.0,63.0,40.0,105.0,19.0,24.0,28.0,8.273993296481,24.0,50.0,3.34,30.0,5.0,Hot,No,Spring,84.68
HOSP-001,2024-03-17,Karachi,Emergency,Emergency Ward,34.0,58.0,34.0,104.0,22.0,25.0,21.0,9.0,26.0,55.0,3.69,24.0,12.0,Rainy,No,Spring,82.54
HOSP-001,2024-03-18,Karachi,Emergency,Emergency Ward,32.0,37.0,30.0,91.0,8.0,36.0,52.0,6.0,19.0,38.0,4.24,40.0,6.0,Clear,No,Spring,91.92
HOSP-001,2024-03-19,Karachi,Emergency,Emergency Ward,22.0,48.0,35.0,101.0,4.0,24.0,28.0,7.0,25.0,47.0,5.07,20.0,10.0,Stormy,No,Spring,96.19
HOSP-001,2024-03-20,Lahore,Emergency,Emergency Ward,39.0,72.0,31.0,139.0,3.0,25.00533981202319,22.0,11.0,40.0,68.0,3.59,20.0,9.0,Rainy,No,Spring,97.89
HOSP-001,2024-03-21,Karachi,Emergency,Emergency Ward,18.0,37.0,30.0,83.0,2.0,20.0,18.0,6.0,21.0,32.0,3.83,30.0,9.0,Stormy,No,Spring,97.65
HOSP-001,2024-03-22,Karachi,Emergency,Emergency Ward,32.0,81.0,22.0,131.0,4.0,17.0,12.0,9.0,28.0,49.0,3.49,27.0,10.5,Rainy,No,Spring,97.04
HOSP-001,2024-03-23,Karachi,Emergency,Emergency Ward,25.0,69.0,35.0,121.0,8.0,23.0,11.0,7.0,28.0,53.0,4.29,22.0,12.0,Stormy,Yes,Spring,93.8
HOSP-001,2024-03-24,Karachi,Emergency,Emergency Ward,16.0,75.0,35.0,109.0,17.0,22.0,22.0,9.0,25.0,47.0,3.67,35.0,6.0,Foggy,No,Spring,86.51
HOSP-001,2024-03-25,Karachi,Emergency,Emergency Ward,29.0,52.0,30.0,106.0,5.0,29.509717402340083,32.0,6.0,31.0,52.0,5.26,26.0,8.0,Clear,No,Spring,95.5
HOSP-001,2024-03-26,Karachi,Emergency,Emergency Ward,22.0,40.0,39.0,98.0,3.0,15.0,13.0,7.0,26.0,51.0,5.87,26.0,9.0,Hot,No,Spring,97.03
HOSP-001,2024-03-27,Karachi,Emergency,Emergency Ward,31.0,52.0,42.0,122.0,3.0,34.0,41.0,8.0,27.0,47.0,3.78,31.282678819224873,9.0,Rainy,No,Spring,97.6
HOSP-001,2024-03-28,Karachi,Emergency,Emergency Ward,26.0,39.0,32.0,95.0,2.0,27.0,21.0,6.0,25.0,39.0,5.21,26.0,13.0,Clear,No,Spring,97.94
HOSP-001,2024-03-29,Karachi,Emergency,Emergency Ward,18.0,67.0,54.0,136.0,3.0,27.0,20.0,8.0,31.0,55.0,5.8,27.0,17.0,Rainy,No,Spring,97.84
HOSP-001,2024-03-30,Lahore,Emergency,Emergency Ward,17.0,47.0,36.0,97.0,3.0,23.0,34.0,6.320519380641843,25.0,41.0,4.06,31.0,14.0,Stormy,No,Spring,97.0
HOSP-001,2024-03-31,Karachi,Emergency,Emergency Ward,21.0,61.0,26.0,88.0,20.0,20.0,3.0,6.0,25.0,43.0,1.77,25.0,8.0,Foggy,No,Spring,81.48
HOSP-001,2024-04-01,Karachi,Emergency,Emergency Ward,41.0,78.0,33.0,130.0,22.0,21.0,21.0,10.0,30.0,58.0,4.91,27.0,7.0,Rainy,No,Spring,85.53
HOSP-001,2024-04-02,Karachi,Emergency,Emergency Ward,27.0,68.0,39.0,126.0,8.0,34.0,32.0,10.0,36.0,65.0,2.44,30.0,13.0,Clear,No,Spring,94.03
HOSP-001,2024-04-03,Karachi,Emergency,Emergency Ward,20.0,59.0,53.0,125.0,7.0,33.0,49.0,8.0,31.0,57.0,4.99,32.0,24.0,Clear,No,Spring,94.7
HOSP-001,2024-04-04,Lahore,Emergency,Emergency Ward,25.0,82.0,35.0,139.0,3.0,33.0,43.0,10.0,32.0,57.0,4.06,29.617832184270775,17.0,Rainy,No,Spring,97.89
HOSP-001,2024-04-05,Karachi,Emergency,Emergency Ward,40.0,73.0,34.0,144.0,3.0,28.0,17.0,11.0,30.0,63.0,2.85,17.0,11.0,Clear,No,Spring,97.96
HOSP-001,2024-04-06,Karachi,Emergency,Emergency Ward,32.0,75.0,31.0,123.0,15.0,29.0,36.0,8.0,32.0,55.0,4.34,32.0,13.0,Hot,No,Spring,89.13
HOSP-001,2024-04-07,Karachi,Emergency,Emergency Ward,40.0,45.0,32.0,108.0,9.0,16.0,24.0,9.0,31.0,47.0,6.58,22.0,16.0,Clear,No,Spring,92.31
HOSP-001,2024-04-08,Karachi,Emergency,Emergency Ward,25.0,60.0,42.0,112.0,15.0,23.0,16.0,8.0,25.0,51.0,4.52,38.0,5.0,Clear,No,Spring,88.19
HOSP-001,2024-04-09,Karachi,Emergency,Emergency Ward,40.0,59.0,47.0,143.0,3.0,19.0,32.0,10.0,29.0,57.0,4.29,19.0,21.0,Clear,No,Spring,97.95
HOSP-001,2024-04-10,Karachi,Emergency,Emergency Ward,26.0,44.0,40.0,108.0,2.0,28.0,30.0,6.0,29.0,45.0,2.74,24.0,13.0,Rainy,No,Spring,98.18
HOSP-001,2024-04-11,Karachi,Emergency,Emergency Ward,24.0,37.0,36.0,94.0,3.0,13.910241696463773,11.0,6.0,25.0,42.0,4.86,9.0,13.0,Rainy,No,Spring,96.91
HOSP-001,2024-04-12,Karachi,Emergency,Emergency Ward,16.0,58.0,36.0,105.0,5.0,20.0,28.0,7.0,22.0,43.0,6.5,28.0,18.0,Hot,No,Spring,95.45
HOSP-001,2024-04-13,Lahore,Emergency,Emergency Ward,39.0,72.0,42.0,136.0,17.0,27.0,15.0,10.0,40.0,62.0,4.66,28.62162037909752,13.0,Rainy,No,Spring,88.89
HOSP-001,2024-04-14,Karachi,Emergency,Emergency Ward,25.0,65.0,22.0,97.0,15.0,26.0,27.0,6.0,23.0,46.0,3.65,28.0,9.0,Clear,No,Spring,86.61
HOSP-001,2024-04-15,Karachi,Emergency,Emergency Ward,35.0,72.0,35.0,137.0,5.0,24.0,14.0,11.0,33.0,63.0,3.28,31.0,12.0,Clear,No,Spring,96.48
HOSP-001,2024-04-16,Lahore,Emergency,Emergency Ward,21.0,57.0,34.0,110.0,2.0,32.0,14.0,7.0,28.0,49.0,4.62,40.0,10.0,Stormy,No,Spring,98.21
HOSP-001,2024-04-17,Karachi,Emergency,Emergency Ward,37.0,68.0,29.0,120.0,14.0,7.0,1.0,8.0,27.0,50.0,4.08,18.0,14.0,Clear,No,Spring,89.55
HOSP-001,2024-04-18,Karachi,Emergency,Emergency Ward,35.0,39.0,44.0,105.0,13.0,33.0,21.0,9.0,30.0,56.0,2.69,34.0,13.0,Foggy,No,Spring,88.98
HOSP-001,2024-04-19,Karachi,Emergency,Emergency Ward,16.0,67.0,50.0,129.0,4.0,40.0,34.0,9.0,30.0,57.0,4.98,36.0,13.0,Hot,No,Spring,96.99
HOSP-001,2024-04-20,Karachi,Emergency,Emergency Ward,35.0,38.0,41.0,98.0,16.0,26.0,29.0,8.0,23.0,45.0,3.65,20.0,16.0,Clear,No,Spring,85.96
HOSP-001,2024-04-21,Karachi,Emergency,Emergency Ward,40.0,55.0,26.0,112.0,9.0,10.0,9.0,7.0,25.0,47.0,2.94,22.0,11.0,Stormy,No,Spring,92.56
HOSP-001,2024-04-22,Karachi,Emergency,Emergency Ward,33.0,36.0,39.0,92.0,16.0,27.0,19.0,6.4552624555350615,23.0,35.0,5.58,32.0,10.0,Clear,No,Spring,85.19
HOSP-001,2024-04-23,Karachi,Emergency,Emergency Ward,30.0,62.0,33.0,111.0,14.0,24.0,25.0,8.0,25.0,54.0,3.37,20.0,15.0,Clear,No,Spring,88.8
HOSP-001,2024-04-24,Karachi,Emergency,Emergency Ward,41.0,40.0,33.0,106.0,8.0,25.0,21.0,7.0,29.0,49.0,4.49,28.0,13.0,Rainy,No,Spring,92.98
HOSP-001,2024-04-25,Karachi,Emergency,Emergency Ward,28.0,36.0,52.0,113.0,3.0,25.0,26.0,7.0,24.0,50.0,4.75,50.0,18.0,Clear,No,Spring,97.41
HOSP-001,2024-04-26,Lahore,Emergency,Emergency Ward,22.0,76.0,20.0,116.0,2.0,29.0,26.0,7.0,23.0,37.0,5.6,38.0,11.0,Stormy,No,Spring,98.31
HOSP-001,2024-04-27,Karachi,Emergency,Emergency Ward,21.0,44.0,37.0,90.0,12.0,28.0,15.0,7.0,23.0,47.0,4.33,34.0,16.0,Stormy,No,Spring,88.24
HOSP-001,2024-04-28,Karachi,Emergency,Emergency Ward,40.0,78.0,47.0,161.0,4.0,34.0,18.0,10.0,33.0,73.0,3.32,28.0,13.0,Stormy,No,Spring,97.58
HOSP-001,2024-04-29,Karachi,Emergency,Emergency Ward,22.0,67.0,35.0,122.0,2.0,27.0,19.0,8.128142655699722,24.0,48.0,5.02,25.0,12.0,Rainy,No,Spring,98.39
HOSP-001,2024-04-30,Karachi,Emergency,Emergency Ward,21.0,51.0,26.0,96.0,2.0,31.0,23.0,7.0,20.0,40.0,4.36,25.0,15.0,Stormy,No,Spring,97.96
HOSP-001,2024-05-01,Karachi,Emergency,Emergency Ward,31.0,76.0,19.0,118.0,8.0,19.0,33.0,9.0,36.0,56.0,3.97,20.0,9.0,Hot,Yes,Spring,93.65
HOSP-001,2024-05-02,Karachi,Emergency,Emergency Ward,25.0,71.0,52.0,145.0,3.0,27.0,20.0,10.0,33.0,61.0,3.4,27.0,14.0,Rainy,No,Spring,97.97
HOSP-001,2024-05-03,Karachi,Emergency,Emergency Ward,29.0,67.0,52.0,140.0,8.0,19.0,12.0,8.0,41.0,67.0,3.47,34.0,9.0,Hot,No,Spring,94.59
HOSP-001,2024-05-04,Karachi,Emergency,Emergency Ward,18.0,72.0,19.0,98.0,11.0,24.35417875086393,23.0,7.0,29.0,46.0,4.62,30.0,10.0,Rainy,No,Spring,89.91
HOSP-001,2024-05-05,Karachi,Emergency,Emergency Ward,32.0,71.0,27.0,115.0,15.0,17.0,17.0,9.0,34.0,56.0,3.81,20.0,11.0,Clear,No,Spring,88.46
HOSP-001,2024-05-06,Karachi,Emergency,Emergency Ward,41.0,62.0,27.0,125.0,5.0,31.0,19.0,8.0,28.0,48.0,3.33,41.0,12.0,Clear,No,Spring,96.15
HOSP-001,2024-05-07,Karachi,Emergency,Emergency Ward,23.0,56.0,21.0,97.0,3.0,18.0,13.0,6.0,23.0,48.0,5.72,23.0,14.0,Clear,No,Spring,97.0
HOSP-001,2024-05-08,Karachi,Emergency,Emergency Ward,40.0,58.0,53.0,137.0,14.0,12.0,4.0,10.0,35.0,68.0,2.73,40.0,5.0,Hot,No,Spring,90.73
HOSP-001,2024-05-09,Karachi,Emergency,Emergency Ward,29.0,55.0,26.0,94.0,16.0,7.0,4.0,7.0,29.0,47.0,3.98,29.0,10.0,Clear,No,Spring,85.45
HOSP-001,2024-05-10,Karachi,Emergency,Emergency Ward,21.0,51.0,32.0,99.0,5.0,31.0,14.0,7.0,26.0,45.0,4.65,31.0,10.0,Rainy,No,Spring,95.19
HOSP-001,2024-05-11,Karachi,Emergency,Emergency Ward,32.0,71.0,54.0,146.0,11.0,32.0,27.0,9.0,39.0,65.0,4.47,33.0,16.0,Rainy,No,Spring,92.99
HOSP-001,2024-05-12,Karachi,Emergency,Emergency Ward,29.0,76.0,54.0,119.0,40.0,30.0,22.0,12.0,32.0,65.0,2.91,30.0,6.0,Clear,No,Spring,74.84
HOSP-001,2024-05-13,Karachi,Emergency,Emergency Ward,27.0,67.0,34.0,125.0,3.0,24.0,17.0,8.0,25.0,41.0,5.25,37.0,6.0,Foggy,No,Spring,97.66
HOSP-001,2024-05-14,Karachi,Emergency,Emergency Ward,36.0,52.0,45.0,130.0,3.0,24.0,13.0,9.0,37.0,60.0,2.73,40.0,8.0,Foggy,No,Spring,97.74
HOSP-001,2024-05-15,Karachi,Emergency,Emergency Ward,21.0,39.0,24.0,72.0,12.0,19.0,14.0,5.0,16.0,33.0,5.03,26.0,5.0,Clear,No,Spring,85.71
HOSP-001,2024-05-16,Karachi,Emergency,Emergency Ward,17.0,64.0,52.0,128.0,5.0,35.497085089800244,37.0,9.0,31.0,53.0,5.84,37.0,9.0,Stormy,No,Spring,96.24
